k_neighbors,independent_mean,independent_std,ot_mean,ot_std,ratio
16,4.803160915943764,0.11075751882469795,0.027800992012343366,0.002155898181985388,172.7694074301812
32,4.9769137221688595,0.10910691140115002,0.04744772101541087,0.0032821925267933656,104.89257683319234
64,5.130403896615038,0.11022359254538036,0.086446016752783,0.004697522849179168,59.34806587198677
